1;16607443,76446589
2;16240314,444692286
3;16816394,466990974
4;15906813,023999777
5;16814767,922911353
6;17111452,145951435
7;16032961,810030269
8;16983841,002732996
9;17288028,56903853
10;16891367,388409205
11;17177678,524131924
12;16738930,074868724
13;16928108,70684441
14;16880837,66984782
15;16625674,66843168
16;17100932,86749535
17;17362042,575394366
18;16964009,16487821
19;16752906,085046625
20;16983164,913535435
21;16613801,098491212
22;17006256,59234269
23;17567080,583347842
24;17001324,44781147
25;17179716,265435345
26;17059444,533850383
27;16585114,523013372
28;17444928,945798174
29;17292050,43958508
30;18000018,765027467
31;17422216,172266368
32;17355042,20257542
33;17735028,6953582
34;17213731,66522245
35;17063912,772483908
36;17154728,330119427
37;17279444,536005355
38;17306225,603225324
39;17462520,135231387
40;17790129,761824973
41;17322908,679901466
42;17441771,991028115
43;17456045,403204143
44;17997621,897721577
45;18187259,974283528
46;17472134,40173915
47;17380806,407100193
48;17904807,74874253
49;17277161,74236728
50;17487846,910184696
51;17241035,735179495
52;17678489,591225144
53;18254969,090865687
54;17622010,040112466
55;17519120,78212175
56;17659792,730966724
57;18470381,790957566
58;17575411,23836143
59;17414052,400067154
60;17696717,697694298
61;17882346,859756183
62;18163888,141934115
63;17716379,23284358
64;17953498,455321983
65;17616182,204960838
66;17197043,18772878
67;18093737,806475967
68;17130904,98243184
69;18266171,831176534
70;18059583,911201254
71;17642953,32569159
72;18012723,046624158
73;17679031,77171129
74;18105650,121108405
75;18485667,260718644
76;17522951,02438201
77;17789315,000867277
78;18187738,655729555
79;18281241,796402924
80;18693217,23187931
81;17838789,574061867
82;17770477,506147586
83;18943202,416372065
84;18097264,32346922
85;18099985,746664166
86;17956361,839891937
87;18841569,44264278
88;17870357,21659925
89;18387644,83238081
90;18062247,725980647
91;18803293,059783645
92;17608016,245595943
93;18379151,320026144
94;17946482,21674167
95;18283867,964958213
96;18713912,231951706
97;18615376,44323811
98;18225824,198433045
99;18174693,752919625
100;18312386,59125991
101;18434329,300718293
102;18195580,763452925
103;18553547,553805493
104;19109047,8576738
105;18475896,106460508
106;17790839,61269579
107;18684871,98346266
108;18073587,81253188
109;18730532,57325147
110;17872950,88224601
111;18715263,367333245
112;18291814,200392928
113;17578779,705374528
114;18412322,278562162
115;18080720,060522534
116;18520357,034111045
117;17824451,798755098
118;19121216,998347707
119;18001282,694160182
120;18403281,770058036
121;18255280,35687565
122;18386144,17183851
123;18324867,744094416
124;18315403,21892671
125;18637171,25798685
126;18022946,152724914
127;18800353,483385183
128;19080221,054072876
129;18649649,272579994
130;18698914,514219616
131;18022545,61971959
132;18419112,217185583
133;18288625,658865117
134;19245584,130168855
135;18331971,023168284
136;18763841,39955753
137;18319902,81737181
138;17895339,35931372
139;18445321,703864112
140;18903003,087443862
141;18126885,438077506
142;19606361,663256958
143;18624273,624546763
144;19577550,152450807
145;18966101,87605614
146;18881295,46797564
147;18655355,3559484
148;18212735,87395116
149;18932234,685291808
150;18408514,699547794
151;19215415,560166858
152;18986544,558701083
153;18826796,683295492
154;18767338,13921619
155;18530626,0479071
156;18629558,59695793
157;19055067,086578175
158;18296416,59728978
159;18558067,890770815
160;18563582,673773088
161;19353363,236063346
162;18783932,65361767
163;18623527,26719551
164;18714417,12512191
165;18714367,870365772
166;18453929,44108572
167;18802042,046738826
168;19425707,463320687
169;18780197,46198786
170;18756186,175280806
171;18930894,069649488
172;19682034,037807375
173;18590605,052664515
174;18810482,080939762
175;19434420,75091192
176;18160753,7418406
177;18713758,335690312
178;18674409,444379
179;18096383,180816963
180;18221629,91314073
181;19219821,747009907
182;18480427,478400007
183;18913422,885661777
184;18127401,46603075
185;18626524,280381616
186;18987493,383535616
187;19155303,338066228
188;19350193,742573287
189;18759918,82550367
190;19101837,707595773
191;18831660,229161933
192;18659559,44221341
193;19201316,56725617
194;18921725,317596134
195;19047155,369716153
196;19069486,469700187
197;18664438,333702393
198;19024255,10882556
199;19493022,65663504
200;19516581,454473052
201;18817388,64317317
202;18760428,159971762
203;18662452,638065677
204;18756546,4369779
205;18886932,596276097
206;19367366,563157015
207;18779140,508134995
208;19271250,902303927
209;19326671,170888502
210;19123658,849756777
211;19252000,516541746
212;18626640,283084646
213;18714913,984611843
214;19095306,119682614
215;19362599,360220976
216;18692397,467621528
217;18109339,061077118
