1;19473401.044662897
2;19755281.904419705
3;19307412.835422598
4;19460352.652995497
5;19232054.366789255
6;18914120.886380486
7;18828972.2207036
8;18922060.63950909
9;18946117.01426667
10;19036591.80596472
11;19391321.173217647
12;19450203.078432463
13;19394120.869529404
14;19208993.6163616
15;19111315.560202017
16;18624670.458266012
17;18709235.28933426
18;19443196.575029194
19;19276258.027917013
20;19508983.02861346
21;19241046.08760953
22;19251561.388683286
23;19523424.71657722
24;18647477.92128856
25;19216876.519904464
26;18845580.130022697
27;19243266.88253564
28;19669773.65253081
29;19240296.131292574
30;18545260.72180593
31;19477377.335398518
32;19030129.116114423
33;19153838.615909804
34;19086714.03685105
35;19692982.601072073
36;19567320.749016255
37;19731748.85789342
38;19344044.621360347
39;19417090.627732057
40;19914385.087985836
41;19271428.660761368
42;19106396.18557546
43;18975687.295603413
44;19200339.142540842
45;19604856.328520488
46;19813741.534254514
47;19442906.206400983
48;19320533.348547816
49;20064474.14924384
50;19295890.8234353
51;19528525.80134149
52;19025349.839447215
53;18953679.10155815
54;19619380.269541807
55;19832599.106070857
56;19895665.85958678
57;19165277.54036079
58;19953591.12304734
59;19933013.55335158
60;19130975.792503957
61;19272601.038092975
62;19536367.429749195
63;19439596.54526605
64;19244656.047027227
65;19888977.560722142
66;19265100.718938187
67;19450431.20748725
68;19643974.98617725
69;19335566.16987584
70;19331388.122309223
71;19691545.024826504
72;19395494.002129145
73;19881778.36156294
74;19331070.018035922
75;19522664.447418835
76;19745041.30308136
77;18983234.47423438
78;19664624.41915681
79;19237129.35012063
80;18974477.74442812
81;19412319.325330466
82;18808070.305788077
83;19375719.02894745
84;19273341.854160152
85;19111672.278896622
86;19001566.209899552
87;19811557.11239625
88;19704892.95968914
89;19258866.881083507
90;19252633.453990884
91;19116345.479025368
92;19085369.002662733
93;19007701.068939537
94;19204231.901960064
95;19182965.046436206
96;19711252.44061837
97;18825380.421470176
98;18814700.31753587
99;19717143.291366205
100;18777031.860242177
101;19323878.832789272
102;19192720.67081712
103;19401510.124792222
104;18706093.1474799
105;18839187.25732471
106;19195543.402489766
107;19553260.784966167
108;19829677.49640889
109;19311112.88312409
110;19617314.904987205
111;19717000.084067877
112;19427266.47555937
113;19826093.162309807
114;19336800.0138897
115;19214769.248389166
116;19457170.219855372
117;19349467.98794298
118;19164625.69266493
119;19911832.297694806
120;18985147.35307126
121;18932915.85412326
122;19290502.40946581
123;19679753.33428158
124;19585434.063078992
125;18825837.76389892
126;19004928.664761692
127;19405801.228857078
128;19380262.48957211
129;19118621.2087864
130;19858581.769669905
131;18910238.67172238
132;19699902.313269246
133;18947403.357053857
134;19169537.71250113
135;18870181.650043868
136;19383460.872459725
137;19279625.233206578
138;18868705.39766902
139;19502737.9080607
140;18917290.614224248
141;19297343.87203054
142;18976090.724171463
143;18913351.434896905
144;20184642.969569344
145;19222650.37545468
146;18564987.625459015
147;18938117.149968743
