19371542.37;19419988.05;19607451.74;19337364.31
19615469.42;19405342.03;19141478.31;18961777.87
18991687.83;19142882.36;19422042.93;18986417.1
19039789.03;19656748.01;19145919.14;19301568.57
19277961.24;18755533.41;18862747.48;19863223.89
18521253.48;19359798.95;18821806.38;19734598.73
18827720.75;18922440.58;18658652.12;19281392.5
18939651.48;19137737.05;19421157.38;19321173.32
18942491.83;18713202.61;18994738.98;19002488.37
18710487.3;19467038.8;19461113.85;19237540.78
18883725.79;19242688.79;19565175.34;19556201.38
19230828.95;18482931.46;20078107.17;18551567.08
19370287.76;19713383.1;19469475.05;19797455.54
18944226.62;19361518.91;19155203.3;19049468.36
19127023.05;19479811.71;19165161.01;19070485.64
18877557.03;20034346.15;19032789.37;18952346.51
19098109.32;19660223.03;19291768.27;19020786.08
19496284;19623298.49;19807723.08;19116938.33
19767814.04;19082788.08;19935622.94;19111734.67
19187457.59;19482922.47;19793079.75;18858893.82
20018575.45;19588556.35;19563043.92;19038945.32
19394767.25;19095823.84;19324188.74;19253851.6
20062306.62;18725026.07;19420101.86;18951940.03
19382315.45;18829863.44;19413986.89;19560579.67
19227937.68;19006895.58;19440990.22;19350166.43
19317997.51;18717561.83;19278130.06;18724668.36
19826256.77;19135120.71;19716665.79;18806372.77
19074332.71;20033431.69;19462950.02;19709396.27
18838303.55;19625442.97;19575701.49;19603336.27
19483135.58;19353501.54;19320004.31;19278378.35
19069119.55;19505493.2;19499785.13;18839650.81
19077119.87;19662092.41;19236465.73;19311971.42
19458075.92;20011317.52;18238104.63;19218383.75
19912942.47;19661446.29;19321396.65;19579820.31
19428442.08;18880540.87;19712143.76;19299578.57
19715745.63;19071100.96;19487662.75;18426692.64
18718079.94;18957473.71;19559538.66;19084557.27
19741355.09;19499113.38;19591869.07;19416163.01
19322658.99;18437952.67;19019528.86;18965209.83
19154767.86;19175918.76;19397488.6;19211110.78
19410032.19;19438594.66;19561547.89;18697019.27
19428698.87;19201096.53;19050982.54;19746889.66
19520164.76;19537996.01;20044386.12;19353598
18931657.77;19776612.52;19392891.76;18828473.41
18948785.65;19445127.44;18975880.59;19060744.66
18868328.23;19195809.41;19515908.48;18993267.61
18363016.74;19437023.23;19363347.81;19566688.29
20011376.48;20147241.54;18872864.02;19022821.76
19136033.34;19874631.21;19232716.97;18913038.79
19964533.41;18848266.53;19595591.72;19089415.72
19445845.63;19218835.46;20001280.96;19387214.29
19659157.28;19244843.44;19594756.19;19520509.25
18798176.79;19270495.85;19476089.58;19015974.87
19188924.63;19823278.25;19296377.59;18640282.32
19813946.46;19150953.4;19258022.6;19390637.04
19209089.31;19629310.75;19542013.43;18933280.29
19844800.23;19031219.68;19279963.85;18813930.66
19057504.6;19101969.03;18996574.1;19475585.58
19266013.53;19792202.8;19409517.7;19807395.23
18979982.5;19751695.76;19190560.72;19527335.28
19157298.41;19430578.98;19295767.97;19101688.21
20100899.6;19184119.71;19307969.46;18782443.51
19328408.92;19258856.44;19272043.76;19001064.89
19350032.42;19491353.6;19918802.89;18799693.16
19197424.84;19190449.21;19487500.86;19869654.23
18729216.7;19145772.66;19277188.38;19068513.94
18750002.96;19042860.78;20109553.24;19160187.56
18587800.89;18972822.3;19695699.82;19162214.73
18781292.63;19386809.92;19198540.32;19888382.64
19267616.57;18692803.74;19356557.1;19213651.02
18610888.8;19207069.85;18791322.13;19450946.94
19257393.16;19606919.09;18837190.52;18699830.33
19160267.78;19669903.38;18822877.07;18950983.99
19968442.84;19885287.09;19124936.22;19616257.64
19200228.54;19737586.34;20015155.23;18931448.9
19128446.93;18767164.54;18982892.15;19350335.64
19048806.71;19069615.92;19500773.98;19359600.85
18563821.68;19482983.3;19471437.82;19138609.46
19012329.17;19350187.3;19020198.91;19009500.93
19404620.86;19728812.84;18969764.33;19143587.81
18814461.2;18706338.6;19172229.86;19366465.03
18724660.54;19303081.66;19405050.88;18747468.03
19290339.61;18858414.05;19374154.62;19323881.36
19276302.95;20036773.18;19479592.71;19326422.78
19733954.92;19565668.19;18668727.16;18466986.54
18945345.04;19092035.43;19129503.04;19165338.86
18817871.03;19221664;19274560.21;19975269.39
19079569.4;19942466.81;19573155.87;18871126.5
19206543.74;18975275.36;19097459.58;19223705.55
19511562.6;20299938.23;19313758.49;19096911.37
19108415.84;19470316.39;20206954.55;18986510.07
19483101.08;19112422.38;19312712.65;19198082.44
19760907.39;19088907.42;19111726.49;18997009.88
19719387.1;18987892.94;19174469.19;19054286.47
19012656.9;19226902.22;18422190.45;19360895.8
