24327339.02;25997066.4;23277696.03
24834096.61;25384472.08;23359540.74
24531947.67;26325200.72;23317745.75
24293969.47;25737195.85;23647847.42
24337797.31;25988906.65;23542510.35
24591881.51;26031973.9;23402700.97
24581554.46;25755308.73;23827604.18
23992444.55;25723014.65;23560312.14
24676057.82;25557858.68;23843148.45
24373595.79;25973422.4;23208191.34
24174020.93;25727057.09;23748989.54
24470909.13;26395843.67;23435172.89
24016234.92;26310906.7;23374065.13
24637806.61;25881805.63;23316814.73
24411480.3;25611803.75;23085283.49
24776720.39;26115499.75;23018869.77
24406461.19;25941264.64;23384416.35
24566275.88;26234560.49;23573631.96
24140476.54;26223049.02;23076901.25
24467383.14;25729238.24;23121892.58
24640852.25;26228352.38;23466568.63
24329285.55;26039821.4;23504712.45
24651653.23;25499097.35;23612520.41
24051327.79;25915417.77;23070032.07
24795562.91;25812616.51;23257559.66
24584085.62;25879025.24;23348440.62
24147947.17;25811972.69;23570457.95
24151454.63;25829889.6;23475724.48
23845582.1;25816233.98;23502949.3
23863317.41;26212306.17;23519920.63
24441700.54;25556955.24;23765621.57
24072710.54;25812442.36;23469381.37
24467707.91;25569274.68;23497588.6
24541596.7;25612533.2;23727742.99
24484054.73;25612037.09;23968444.29
24487862.35;26174722.66;23508758.29
24168665.43;25843857.02;22883656.18
24466067.41;25893995.9;23513913
24829827.51;26173538.45;23603571.19
24162714.69;25856419.35;23561887.2
24303184.5;25937159.5;23525223.35
24712828.23;26175987.53;23769551.63
24689711.15;25806905.51;23666398.04
24346606.96;26263603.97;23312036.13
24575954.63;25668514.39;23457201.57
24379531.98;25486041.98;23453898.89
24119510.42;26039396.45;23173385.34
24124840.73;26158456.49;23340753.33
24890125.59;26215594.68;23298209.89
24297400.61;25390107.39;23528390.19
24970851.62;26402929.26;23788218.64
24683979.59;25717179.82;23523187.71
24638363.67;25537791.21;23516930.62
24311608.96;25414141.91;23439700.27
23982454.22;26375483.02;23393902.92
24684823.1;26080317.07;23254134.72
24642878.43;25927346.28;23474163.33
24489803.73;25432697.95;23591753.72
24534650.52;26095605.54;23450781.61
23955733.49;25863063.14;23327530.06
24181920.32;25722663.21;23434508.32
24444883.27;26150754.49;23657645.37
24454698.37;25643158.65;23374734.93
24528286.42;25262789.69;23179972.56
24574263.75;25835105.72;23445908.51
24381926.93;25746725.24;23187990.13
24654736.49;25828911.73;23137350.69
24225662.87;25948115.03;23056993.63
24753574.59;25621616.62;23359070.2
24163996.23;25477538.48;23759799.01
24606678.56;25781975.37;23382055.05
24315418.97;26482079.6;23215617.87
24166720.09;26397150.39;23620035.56
24293778.22;26174201.28;23427491.81
24830579.93;25619141.85;23319182.5
24120930.65;26162755.6;23587273.38
24723208.11;26031286.66;23395078.47
24806279.76;26054274.76;23612443.41
24341759.78;25865813.92;23338475.29
24403865.9;26019016.12;23705045.61
24176823.55;25986644.53;23214573.64
24364045.39;27128844.57;23799540.32
24263733.95;26074673.72;23438891.33
24863723.61;26247097.38;23762368.88
24408804.38;25872100.68;23411349.34
24493004.92;26174552.98;23232731.39
24275312.37;26164514.73;23748406.74
24644524.31;26144946.21;23391127.78
24313433.02;25457040.14;23956286.62
24341325.66;25989548.37;23325003.45
24387648.63;26223436.86;23635906.91
24389543.19;25833531.32;23446474.55
24021381.33;26426486.83;23407297.81
24496848.03;25901021.32;23532284.08
24415929.73;25701980.23;23411635.16
24724722.58;25795247.21;23727365.18
24284990.32;25323466.57;23543118.25
24528241.4;25583156.84;23107542.5
24577116.57;26147363.47;23621063.89
24286334.43;25770225.97;23267642.21
24447064.95;26052432.89;23316337.34
24119541.67;25400504.4;23137252.15
24081367.94;25770140.31;23275633.02
24464661.25;25793762.7;23371642.44
24512137.33;25587394.86;23618015.16
24780602.04;25721618.59;23502330.07
24674872.77;25760917;23139214.58
24593858.96;25700386.77;23683990.07
24788846.67;25708798.23;23019706.35
24501882;25705203.22;23807009.98
24741696.35;25365198.72;23266121.2
24245075.63;25640429.64;23480778.62
24241315.37;25972921.78;23297613.95
24148270.67;25429521.78;23666546.16
24159367.84;25436949.01;23642872.57
24876431.2;25616718.09;23038405.54
24402726.66;26035494.38;23592793.1
24020945.32;26041982.21;23506592.24
24136266.36;26057203.83;23534118.11
24408749.15;26414973.25;23421114.23
24272337.91;26057780;23775859.95
24220597.51;25696610.61;23158843.3
24517118.3;25937780.07;23384827.49
24540647.17;25970924.97;23364454.47
24355950.56;25965119.04;24108098.29
24769982.37;25630372.81;23106326.56
24218515.35;25754777.01;23577618.66
24488277.31;26089698.73;22980849.19
24644037.24;25949673.24;23732094.74
24654612.11;26018286.02;23493054.56
24271806.17;26154599.48;23328121.41
24235507.74;25894651.66;23381395.23
24794132.44;25998162.73;23380416.57
24652296.19;26061088.93;23269373.99
24380320.06;25612505.15;23125907.65
24121716.95;25826291.89;23489020.72
23967144.47;25197358.52;23413823.92
24408194.67;26132306.28;23384753.4
24314017.51;26309148.95;23304772.85
23937184.65;26196623.6;23636618.36
24211298.47;26685171.86;23745567.53
24727074.97;26218711.94;23386689.39
24545131.6;25583812.47;23666658.42
24231400.75;25283600.31;23392462.39
24437299.17;25821044.07;23528149.43
24458042.74;26773814.19;23239370.41
24389010.21;26562981.13;23329721.2
24415025.81;26054416.2;23224418.18
24424824.68;25980866.26;23444207.47
24166316.63;25927567.91;23351062.46
24685882.55;25908750.69;23122277.42
24773289.11;26171794.99;23188711.11
24294188.07;25906143.78;23393487.96
24172307.28;26095016.29;23287641.06
24238546.08;25637504.86;23428020.17
24392971.43;26027604.89;23457288.95
24358927.34;26095298.66;23459709.28
24179795.67;25674259.61;23359809.36
24201627.61;26072511.14;22941919.78
24460104.71;25750193.22;23725796.3
24291147.83;25593594.76;23455559.63
24578271.74;26431970.1;23048744.12
24579692.54;25759717.47;23627443.11
24655170.03;25395769.74;23089305.68
24736026.15;25794284.95;23412171.2
24859412.39;26052041.64;23214588.62
24483463.18;26154832.88;23120958.9
24773886.86;25970918.09;23026608.29
24257665.51;26549691.28;23394224.29
24318592.89;26061379.96;23661930.02
24320026.74;26163461.09;23447601.48
24283119.4;26459701.48;23435852.49
24548132.44;25886320.2;23570127.89
24103146.87;25872450.73;23641778.21
24316632.23;25788555.03;23190424.77
24614482.07;25891662.08;23038194.6
24513182.5;25880928.89;23628710.93
24346297.93;26034253.94;23514403.17
24281171.39;25794126.41;23311509.03
24321604.1;25308201.29;23498900.35
24236458.97;25569516.68;23404574.9
