23948261.09;26251974.87;24608215.46;25997066.4;24466029.23
23362471.41;26609186.84;25277595.74;25384472.08;24145680.92
23383519.76;25735989.66;24690604.03;26325200.72;24224486.59
23514282.28;25920249.41;24790777.22;25737195.85;24293417.86
23494088;26042763.67;25201117.2;25988906.65;24485514.79
23366407.9;26780580.4;24308077.58;26031973.9;23919726.7
23676200.44;25771843.81;25460858.53;25755308.73;24104186.21
23630038.92;26138117.52;25409854.92;25723014.65;24131336.12
23883130.78;25778141.72;25137728.34;25557858.68;24311972.59
23539645.35;25587901;24538925.89;25973422.4;24123593.22
23436745.47;26461046.46;24366096.98;25727057.09;24000197.22
23164271.45;25857015.31;24632867.1;26395843.67;24116573.79
23541404.79;26550536.7;25163585.23;26310906.7;24193828.31
23487738.19;26197058.25;24994737.87;25881805.63;24202996.61
23576318.04;26244846.69;24632872.41;25611803.75;24459382.26
23413411.26;24938268.2;24641782.79;26115499.75;24031957.12
23414102.8;26230820.25;25204565.17;25941264.64;24138327.65
23330581.37;26022771.06;24753579.49;26234560.49;24080267.2
23739376.22;25351329.77;25309163.25;26223049.02;24233811.63
23324303.76;26149180.53;24844539.99;25729238.24;24210837.89
23313325.35;26418162.4;25522913.48;26228352.38;24338049.96
23433990.33;25780261.22;24637780.25;26039821.4;24224399.7
23472174.08;26082029.94;24758448.91;25499097.35;24344936.3
23250660.37;26340748.78;24477366.28;25915417.77;24199821.87
23829261.86;25469335.1;24644437.27;25812616.51;24139528.7
23784289.08;26428420.11;24523320.77;25879025.24;24308926.53
23623767.19;25944256.68;25161129.68;25811972.69;24114091.85
23800697.09;25525090.58;25326590.53;25829889.6;24111648.42
24000891.05;26187412.71;24656248.06;25816233.98;24236629.69
23230679.2;25965115.32;24604526.52;26212306.17;24180176.92
23294443.36;26282581.98;25032761.5;25556955.24;24020450.64
23766169.57;25717880.05;24933172.11;25812442.36;24075433.45
23422503.7;25507986.23;24613309.54;25569274.68;24322399.12
23575177.82;25465830.85;24673075.02;25612533.2;24032710.92
23312356.46;26188292.69;24507943.44;25612037.09;24150574.86
23179750.08;25957616.87;25475316.47;26174722.66;24385916.85
23515529.1;25515552.14;25368495.96;25843857.02;24118994.11
23809303.75;25966372.25;25100593.55;25893995.9;24233531.68
23307815.77;25432479.5;25295719.75;26173538.45;24248433.63
23398069.75;25778205.52;24839767.63;25856419.35;24304660.73
23387737.12;25606113.78;24898368.88;25937159.5;24135034.11
23912678.9;25639034.13;25574949.12;26175987.53;23920043.82
23318002.42;26046756.38;25049556.92;25806905.51;24036673.9
23694060.76;25818084.01;24569083.62;26263603.97;24138495.48
24039547.7;26258539.8;24492853.84;25668514.39;24269200.78
23666635.36;26585335.61;24964461.63;25486041.98;24273188.85
23780058.17;26375593.24;24711214.42;26039396.45;24075717.23
23118331.15;26709040.74;24772114.97;26158456.49;23935389.91
23065113.36;26482371.84;24975166.03;26215594.68;24052760.14
23572057.11;26094873.55;25204126.37;25390107.39;24337026.42
23179359.95;26636603.71;24791077.88;26402929.26;24082949.89
23440833.07;26148144.14;25059395.82;25717179.82;24251753.85
23275989.19;25714522.86;24816817.44;25537791.21;24023370.72
23038378.1;25826320.62;25115738.8;25414141.91;24014246.6
23480845.29;25748759.12;24813609.97;26375483.02;24038061.07
23712064.72;25819969.48;25311070.69;26080317.07;23978900.37
23179476.74;25892629.5;24865248.69;25927346.28;24322460.03
23594553.68;26339162.16;24717223.09;25432697.95;24591116.92
23676490.08;25943987.4;24758218.98;26095605.54;24369702.66
23504916.48;25826575.06;24998639.23;25863063.14;23967379.25
23167872.46;25944192.65;24558731.2;25722663.21;24267654.22
23428009.25;26165183.97;25267652.04;26150754.49;23958399.78
23211739.23;26026534.27;24986588.89;25643158.65;24228280.88
23541870.74;25853434.13;24699395.48;25262789.69;24199491.6
23272220.87;25625356.91;24620151.4;25835105.72;24059126.32
23580594.13;26033213.92;24907083.7;25746725.24;24236237
23515464.56;25910816.89;24772148.17;25828911.73;24053916.64
23263035.61;26578615.48;25203012.97;25948115.03;24182537.49
23545277.72;25756801.25;25107997.27;25621616.62;23934594.27
23537175.53;25580937.48;24882837.79;25477538.48;24242171.33
23529174.9;26203718.8;24681427.28;25781975.37;24198458.46
23037202.64;26169573.96;24760217.84;26482079.6;23993853.75
23173983.17;25471598.43;25338272.39;26397150.39;24463514.85
23650361.21;25995599.68;24695468.45;26174201.28;24137338.53
23402317.62;26040679.87;24885110.12;25619141.85;24184773.75
23345308.01;25737046.31;25387367.77;26162755.6;24481579.53
23700774.75;26954484.29;25104289.59;26031286.66;24005002.99
23686842.07;25911390.3;24514125.69;26054274.76;24129535.26
23237939.32;25840108.06;25126394.39;25865813.92;24081143.13
23568461.18;26044188.43;25262594.71;26019016.12;23934315.12
23647400.33;25941085.83;25019121.59;25986644.53;24294874.39
23745116.78;25903471.16;25366041.48;27128844.57;24141802.21
23159479.81;26026673.42;25196009.93;26074673.72;24185187.91
23294928.54;26085576.07;24964278.48;26247097.38;24170763.17
23009604.79;25973554.89;24665155;25872100.68;24190931.57
23581636;25968140.83;24550337.89;26174552.98;23992876.92
23474658.47;25693859.04;25254040.68;26164514.73;23947150.62
23610222.08;26155668.69;24765907.91;26144946.21;23955103.12
23886959.97;26559389.32;25431171.71;25457040.14;24039104.23
22890752.48;26140126.09;25474609.29;25989548.37;24251917.85
23746263.91;25659312.1;24850819.28;26223436.86;23946384.31
23208323.83;25676917.32;25039232.12;25833531.32;24110257.97
