1,23599286.44306337
2,23337899.258757997
3,23739624.01459494
4,23743316.392769065
5,23518977.53097768
6,23509978.403030366
7,23322306.962124564
8,23263608.500060156
9,23395473.528540283
10,23164077.978463713
11,23068721.887161873
12,23380545.55412794
13,23478190.089250267
14,23526749.744392745
15,23253923.688278396
16,23154007.429495707
17,23458162.14263507
18,23350674.86672605
19,23527768.616580054
20,23729812.00440854
21,23478696.917680737
22,23524928.90452811
23,23233673.88380897
24,23587349.15805317
25,23335087.78341235
26,23090968.821972724
27,23378632.686193094
28,23646500.642488666
29,23333259.658757932
30,23170595.938646916
31,23753122.251904678
32,23567160.57694889
33,23519704.661907412
34,23314668.210573744
35,23587845.17377123
36,23472353.863000453
37,23271582.14741816
38,23294544.235143382
39,23850230.457398653
40,23212717.74683391
41,23414723.238489382
42,23515710.62842654
43,23340773.241079975
44,23623606.002322067
45,23502604.11189655
46,23519988.410635773
47,23591229.982240375
48,23715493.95434808
49,23409621.441932008
50,23355328.181136794
51,23544779.399950285
52,23617167.42397314
53,23350546.668051653
54,23442943.129200418
55,23459762.07661622
56,23312437.567672476
57,23478409.781903755
58,23443509.034802184
59,23616332.440192815
60,23537589.946990166
61,23338459.98670311
62,23483526.601009496
63,23226933.619172174
64,23045863.372885644
65,23541439.756542217
66,23627407.73738997
67,23601633.521329015
68,23487042.511761896
69,23456736.484357234
70,23320156.59053566
71,23421007.769918267
72,23819819.88398986
73,23609448.121140815
74,23765250.482020248
75,23410516.874659494
76,23705737.400376346
77,23866476.932770044
78,23462540.983148545
79,23337436.242001902
80,23625714.768360853
81,23607144.68047989
82,23504582.242823727
83,23402561.00360972
84,23567447.725882657
85,23345302.51788707
86,23468064.462278858
87,23508188.46478486
88,23439597.912541617
89,23687828.864236366
90,23414699.066664826
91,23397067.25039873
92,23435135.404293153
93,23246738.1191364
94,23110112.86860093
95,23414746.387136366
96,23166510.865544587
97,23918757.057126816
98,23135812.69691928
99,23464793.76591116
100,23829649.663576856
101,23531221.944282673
102,23386802.75207768
103,23265710.748617925
104,23446677.102743194
105,22998964.906274457
106,23688179.054407142
107,23445509.015363842
108,23632001.025842614
109,23400693.85414137
110,23590783.22257396
111,23194895.427144688
112,23369227.501699645
113,23133321.99041504
114,23327367.074354775
115,23359952.210718255
116,23260392.96311744
117,23924652.019660935
118,23450476.565123383
119,23701023.08742868
120,23608046.50362432
121,23438445.298116595
122,23611962.73076559
123,23370051.798415836
124,23616759.285373505
125,23440052.726782378
126,23307178.523698606
127,23360347.88064088
128,23316857.93758155
129,23459266.51594937
130,23277401.239101697
131,23359275.146082174
132,23137724.11430262
133,23332633.661628675
134,23376835.72054556
135,23766585.73597489
136,23183310.82924519
137,23323832.78928887
138,23586657.205532894
139,23123720.668559827
140,23451083.796802342
141,23432142.107128277
142,23743018.623669352
143,23248821.543948654
144,23613058.38986501
145,23228513.02790918
146,23362754.974463858
147,23197815.25907794
148,23811587.920216218
149,23275937.991267305
150,22890980.73570347
151,23461397.77687064
152,23184470.878787585
153,23600012.06529384
154,23229567.286664017
155,23188383.940899156
156,23388973.057821266
157,23485044.58301253
158,23521066.947177853
159,22874172.869527094
160,23124231.571839903
161,23361185.647379145
162,23629412.406254627
163,23713149.301369373
164,23462339.62049529
165,23427842.668819137
166,23269720.326462477
167,23147139.790141843
168,23330878.18273339
169,23587301.89194152
170,23454948.975835476
171,23025224.99489979
172,23556977.421389602
173,23707187.179079015
174,23275509.831226584
175,23601044.51428076
176,23279961.57761072
177,23749089.401291184
178,23852899.228554573
179,23288212.976828087
180,23638104.160585087
181,23774963.134920847
182,23211818.28541932
183,23533307.04635275
184,23384942.723103482
185,23444365.938385103
186,23434041.17439483
187,23459851.981411915
188,23209851.248722438
189,24113159.562338535
190,23476566.006441716
191,23520029.63748269
192,23367197.840115234
193,23400738.854526624
194,23304860.44511699
195,23434201.20113476
196,23284338.314887185
197,23449628.671309423
198,23487093.741574466
199,23345433.80491
200,23472735.95744788
201,23284300.641265277
202,23301005.04980285
203,23690187.24309139
204,23297475.994830266
205,23532615.055606943
206,23746442.50147953
207,23665459.060200796
208,23585252.225115463
209,23685609.16716673
210,23410703.05260089
211,23377791.806118038
212,23146741.07508133
213,23600680.239560507
214,23331458.950028516
215,23688838.718963612
216,23408015.559457734
217,23638979.188734986
218,23319236.592669126
219,23087139.988457013
220,23473211.31266611
221,23623510.356552295
222,23375236.79623644
223,23825159.40174606
224,23405639.932557117
225,23167611.931164633
