15933742.31;16293118.19;16210201.73;16523819.82
16494737.03;16152630.52;15964157.49;16751961.03
16058886.73;16461100.87;16516806.11;16651764.75
15697013.69;16476263.15;16617561.6;16652726.89
16020802.68;16759029.44;15992433.84;16204576.29
16703966.53;16007826.01;16078357.61;16079616.68
16001797.37;16515688.87;16259453.02;16339185
16366694.56;15928763.26;16203284.1;15992331.76
16418641.34;16618240.43;16225526.76;16846110.24
16367093.61;16405517.13;16610756.76;16379083.51
16311166.48;16361207.33;15980400.29;16318229.11
16128409.5;16621190.93;16499712.19;16036611.69
16304046.11;16918153.51;16431502.1;16315932.97
16704718.43;16250298.72;16060219.28;16609789.84
15917766.63;16697189.68;16511839.4;16224766.84
16358692.93;16632170.57;16429540.38;16468373.34
16476843.21;16092672.55;17049642.42;16139197.7
15854623.58;17142497.91;16640297.24;16194063.16
15856410.25;15920740.34;16533642.03;16767371.53
16431550.74;16410171.85;17035726.07;16598173.8
16305916.65;16354553.63;16474061.06;16849775.04
15989361.85;16232873.02;16173781.9;15969676.25
16081557.05;16228688.76;16632771.4;16704250.66
16165007.95;16466079.33;15861100.81;15986707.15
16361806.66;16297618.4;16269290.55;16364042.94
16127202.4;16760176.63;16467548.22;16277553.14
16058412.4;16777088.97;16096226.74;16460542.71
16856919.91;16347258;15959934.7;16382331.64
16806490.69;16426181.75;16738754.2;16456596.26
16424973.81;16151345.31;16224658.76;16209918.19
16177747.31;16294334.95;16107901.49;16408724.75
16406622.32;15818976.73;16283834.02;16504695.91
15836329.69;16395018.42;16464540.19;16279890.34
15962441.92;16329135.84;16501318.26;16065005.01
16383459.37;16177751.3;16492923.21;16463562.6
16196198.09;16213374.01;16087647.49;16399803.05
16155504.82;16153022.06;16017523.27;16535977.64
16264394.43;16410756.85;15954794.52;16469878.45
16083421.5;16607849.21;16182935.45;16382003.65
15804599.89;16199105.83;16204178.59;16792178.63
16531933.08;16424934.61;16478112.31;16128427.68
16171505.87;16186015.57;16412265.73;16654974.17
16010727.8;16792050.99;16268253.13;16680733.94
16355507.54;16571492.82;16118841.8;16405032.63
16630585.64;16581764.99;16973720.24;16581490.97
16876528.73;16177727.56;16003063.2;16078340.64
16867775.84;16078750.19;16638354.43;16265327.22
15996031.28;16131927.77;16392947.42;15925791.29
15859587.4;16458484.63;16390281.99;16439238.07
15993994.49;16798225.37;16396923.38;15996998.09
16718574.33;16342981.35;16298746.47;16522688.16
16012447.32;16353251.76;16696252.9;16000381.99
16209157.44;16563853.37;16299913.32;16491288.22
16254986.26;16682947;16452849.38;16319784.02
16526150.85;16884760.41;16306501.54;16439471.49
16115932.12;16180495;16865056.57;16365734.06
15990657.98;16472971.84;16146244.34;16194185.14
16421587.1;16296913.22;16427381.56;16728936.94
16140732.37;16054865.7;16451930.16;16217426.02
16062480.33;16500415.12;16610329.53;16242724.38
15907037.85;16151726.43;16469309.75;16520002.9
16297470.8;16264432.56;16135772.1;16533987.07
16445246.99;16052223.85;16714578.97;16638109.18
16124891.85;16431729.87;16820578.36;16344403.29
16239947.81;16363761.04;16158740.51;16369455.28
16063086.8;16246231.49;16509426.26;16253675.06
16310761.34;16670741.02;16285121.02;16100204.86
16066884.38;16289774.52;16593953.1;16226014.98
16615591.03;16448964.41;15906960.97;16274502.88
15995151.46;16357648.92;16768618.34;16337342.11
16715082.13;16644073.15;16086317.16;15952092.63
16387218.96;16447346.76;16390063.42;16610995.36
16631644.64;16339134.9;16050423.24;16163191.07
16328485.65;16288392.92;16558747.34;16144772.73
16239103.18;15995810.82;16387020.05;16476804.89
16405373.32;16543116.77;16453110.21;16031919.88
16723929.52;16017686.97;16717393.75;16776567.33
16169708.11;16398297.22;16321473.48;16076154.13
16146080.88;16339487.5;16269689.36;16534416.99
15939704.21;15796883.38;16681234.1;16701126.81
16851593.28;16476177.79;16183732.88;15949600.71
16790507.91;16516747.09;16203219.78;15812163.31
15958538.25;16177874.82;16174546.15;16711855.52
16767322.26;16065472.8;16117253.12;16596217.55
16281609.61;16290449.65;16665674.76;16384749.88
16238440.07;16200190.09;16425786.43;16575647.9
15820943.77;15883063.57;16628289.9;16310302.13
15928715.97;16197912;16078493.6;16380925.3
16094311.2;16135242.5;16451486.73;15838365.21
16363353.75;16545403.55;16392640.08;16831423.69
16216895.12;16529502.06;16471235.15;16880834.64
16626129.92;16147023.47;16432920.12;16163444.22
16390362.96;16364041.67;16492521.84;15953290.1
16526481.86;16385924.63;16859628.48;15919431.8
16582521.68;16262175.14;16451259.1;16783821.82
16175507.15;16473974.44;16406453.4;16115179.06
16124662.32;16600111.18;16520535.73;16050858.65
15777296.31;16432510.1;16321892.05;16041136.73
15764317.95;16406682;16232104.13;17588756.57
16249792.38;16405432.29;16191890.07;16582339.1
16129866.94;16187186.38;16092367.67;15792207.1
16342651.38;16574353.28;16558687.96;15811025.26
16138191.09;16688240.76;16342186.95;16036015.97
16029064.5;16789470.79;16193066.7;16144228.84
16546434.14;15927989.65;16367497.57;16350772.95
16323131.5;16416343.2;16415856.15;16350982.77
