1;18666402,336078696
2;18282303,96148159
3;18147172,12984109
4;18237960,427731734
5;18942181,208331168
6;18004990,767491356
7;18331466,446254022
8;18646773,070254833
9;18510719,912199646
10;18976839,917521495
11;18358224,060253292
12;19137154,601280354
13;18024085,82398492
14;18410820,8859454
15;18210669,98810107
16;18552478,385112908
17;18520944,74009021
18;18884773,478906177
19;18647618,254543718
20;18908628,79573959
21;18333705,040930558
22;18438850,50045256
23;19591018,012724318
24;18425754,305979177
25;19154513,58439691
26;18436237,021812785
27;18389658,738462508
28;18675198,387237575
29;18405429,905332774
30;19169860,773161896
31;19015920,175340697
32;18318285,75626666
33;18814645,481337335
34;19066615,37651831
35;18551058,080798138
36;18634851,804065797
37;18485520,047572054
38;18824635,97211823
39;18460647,153361402
40;18549646,60632829
41;18382845,94548558
42;18899875,26805187
43;18253535,699258223
44;18706483,71258917
45;18865807,08908203
46;18492507,28899561
47;18329313,035166867
48;18505164,639692448
49;19189754,57151039
50;18172566,57290317
