totalValue,25682989.923847783
Type,x1,x2,y1,y2
Water,114.6,134.6,4.7,76.7
Water,41.6,61.6,99.0,171.0
Water,36.5,56.5,22.8,94.8
Water,67.5,87.5,51.4,123.4
House,88.0,98.5,61.5,72.5
House,101.0,111.5,120.5,131.5
House,31.0,41.5,95.0,106.0
House,30.5,41.5,136.5,147.0
House,57.0,67.5,29.5,40.5
House,122.5,133.0,85.0,96.0
House,67.5,78.0,143.0,154.0
House,93.0,104.0,25.5,36.0
House,25.5,36.0,55.0,66.0
House,23.5,33.5,23.5,31.0
House,126.5,136.5,149.0,156.5
House,57.0,67.0,73.0,80.5
House,88.0,98.0,93.0,100.5
House,97.0,107.0,150.5,158.0
House,132.0,139.5,116.5,126.5
House,135.0,142.5,17.5,27.5
House,135.0,145.0,42.5,50.0
House,136.0,146.0,64.0,71.5
House,13.5,23.5,159.0,166.5
House,13.5,23.5,117.5,125.0
House,57.0,67.0,53.0,60.5
House,12.5,22.5,78.5,86.0
House,11.5,19.0,136.5,146.5
House,78.5,88.5,123.5,131.0
House,74.5,82.5,12.0,20.0
House,11.5,19.5,97.5,105.5
House,44.0,52.0,11.5,19.5
House,106.5,114.5,46.5,54.5
House,77.5,85.5,43.0,51.0
House,10.0,18.0,39.5,47.5
House,33.5,41.5,116.0,124.0
House,33.5,41.5,157.0,165.0
House,57.0,65.0,90.5,98.5
House,107.5,115.5,102.5,110.5
House,142.5,150.5,81.0,89.0
House,142.5,150.5,98.5,106.5
House,105.0,113.0,79.0,87.0
House,81.0,89.0,162.5,170.5
House,9.0,17.0,9.0,17.0
House,62.0,70.0,163.0,171.0
House,143.0,151.0,163.0,171.0
House,106.5,114.5,9.0,17.0
House,143.0,151.0,135.0,143.0
House,8.5,16.5,56.0,64.0
House,62.0,70.0,123.5,131.5
House,113.5,121.5,163.5,171.5
House,26.0,34.0,39.0,47.0
House,90.5,98.5,8.0,16.0
House,106.5,114.5,62.5,70.5
House,119.5,127.5,133.0,141.0
House,24.5,32.5,7.5,15.5
House,75.0,83.0,27.5,35.5
House,7.0,15.0,24.0,32.0
House,59.0,67.0,7.0,15.0
House,88.0,96.0,107.5,115.5
House,96.0,104.0,165.0,173.0
House,84.5,92.5,137.5,145.5
House,92.0,100.0,42.5,50.5
House,128.0,136.0,163.0,171.0
House,122.0,130.0,102.5,110.5
