totalValue,19236072.652601052
Type,x1,x2,y1,y2
Water,97.7,117.7,48.8,120.8
Water,50.9,70.9,48.5,120.5
Water,26.9,46.9,17.1,89.1
Water,20.4,40.4,101.3,173.3
House,111.3,121.8,127.60000000000004,138.60000000000002
House,99.3,109.8,28.199999999999996,39.199999999999996
House,74.19999999999999,85.19999999999999,98.89999999999998,109.39999999999998
House,9.8,20.3,98.00000000000001,109.00000000000001
House,73.30000000000001,84.30000000000001,68.89999999999999,79.39999999999999
House,14.399999999999999,25.4,76.10000000000001,86.60000000000001
House,142.39999999999998,149.89999999999998,83.2,93.2
House,71.80000000000001,81.80000000000001,146.49999999999994,153.99999999999994
House,127.99999999999997,137.99999999999997,36.699999999999996,44.199999999999996
House,94.59999999999998,102.09999999999998,146.5,156.5
House,126.29999999999998,133.79999999999998,10.599999999999996,20.599999999999994
House,124.79999999999998,132.29999999999998,60.3,70.3
House,144.30000000000004,151.80000000000004,11.699999999999996,21.699999999999996
House,47.5,55.0,38.300000000000004,48.300000000000004
House,16.199999999999992,26.199999999999992,14.799999999999992,22.29999999999999
House,141.1,148.6,108.1,118.1
House,10.600000000000001,18.6,136.09999999999997,144.09999999999997
House,47.599999999999994,55.599999999999994,14.9,22.9
House,8.800000000000002,16.800000000000004,151.8,159.8
House,40.70000000000002,48.70000000000002,161.89999999999992,169.89999999999992
House,58.89999999999999,66.89999999999999,165.7,173.7
House,57.99999999999999,66.0,127.19999999999997,135.2
House,61.3,69.3,16.299999999999997,24.299999999999997
House,40.400000000000006,48.400000000000006,141.89999999999998,149.89999999999998
House,125.50000000000003,133.50000000000003,165.09999999999997,173.09999999999997
House,17.300000000000004,25.300000000000004,37.3,45.3
House,64.19999999999999,72.19999999999999,4.199999999999999,12.2
House,144.0,152.0,162.59999999999997,170.59999999999997
House,91.10000000000001,99.10000000000001,128.20000000000002,136.20000000000002
House,7.499999999999999,15.5,120.30000000000001,128.3
House,129.3,137.3,150.2,158.2
House,147.50000000000006,155.50000000000006,58.80000000000001,66.80000000000001
House,73.50000000000001,81.50000000000001,41.40000000000001,49.40000000000001
House,101.1,109.1,166.8,174.8
House,123.79999999999997,131.79999999999995,85.6,93.6
House,10.7,18.7,167.3,175.3
House,73.39999999999998,81.39999999999998,22.49999999999999,30.49999999999999
House,13.299999999999997,21.299999999999997,56.7,64.7
House,134.0,142.0,130.3,138.3
House,121.60000000000001,129.60000000000002,104.7,112.7
